[-0.6716644656112372],[0.36759985915019067],[-0.23205268392715614]
[-0.672412199150563],[0.3677941903848676],[-0.23258974965997667]
[-0.6731574535879119],[0.36798800423080624],[-0.23312629433582596]
[-0.6739002420358872],[0.36818130275735156],[-0.23366231959229086]
[-0.6746405775054375],[0.3683740880223352],[-0.23419782705629463]
[-0.6753784729069097],[0.3685663620721655],[-0.2347328183441957]
[-0.6761139410510875],[0.3687581269419166],[-0.23526729506188507]
[-0.6768469946502176],[0.36894938465541655],[-0.2358012588048826]
[-0.6775776463190222],[0.36914013722533356],[-0.2363347111584322]
[-0.6783059085756986],[0.3693303866532623],[-0.2368676536975959]
[-0.6790317938429061],[0.36952013492980795],[-0.23740008798734696]
[-0.6797553144487405],[0.36970938403467013],[-0.23793201558266155]
[-0.680476482627696],[0.3698981359367252],[-0.23846343802860975]
[-0.6811953105216152],[0.3700863925941079],[-0.2389943568604453]
[-0.6819118101806269],[0.3702741559542918],[-0.23952477360369429]
[-0.6826259935640717],[0.3704614279541689],[-0.24005468977424302]
[-0.6833378725414171],[0.37064821052012836],[-0.2405841068784246]
[-0.6840474588931599],[0.370834505568134],[-0.24111302641310478]
[-0.6847547643117181],[0.37102031500380145],[-0.24164144986576663]
[-0.6854598004023112],[0.37120564072247364],[-0.24216937871459435]
[-0.6861625786838299],[0.3713904846092963],[-0.24269681442855612]
[-0.6868631105896946],[0.371574848539292],[-0.24322375846748603]
[-0.687561407468704],[0.37175873437743356],[-0.24375021228216498]
[-0.6882574805858719],[0.3719421439787166],[-0.24427617731440077]
[-0.6889513411232554],[0.3721250791882315],[-0.24480165499710727]
[-0.6896430001807714],[0.3723075418412343],[-0.24532664675438268]
[-0.6903324687770038],[0.372489533763217],[-0.24585115400158689]
[-0.6910197578500007],[0.3726710567699769],[-0.24637517814541804]
[-0.6917048782580619],[0.37285211266768575],[-0.2468987205839882]
[-0.6923878407805169],[0.37303270325295734],[-0.24742178270689816]
[-0.6930686561184927],[0.3732128303129153],[-0.24794436589531144]
[-0.6937473348956736],[0.37339249562525934],[-0.2484664715220275]
[-0.6944238876590507],[0.37357170095833153],[-0.24898810095155405]
[-0.6950983248796627],[0.3737504480711815],[-0.24950925554017866]
[-0.695770656953328],[0.37392873871363097],[-0.25002993663603956]
[-0.6964408942013672],[0.3741065746263379],[-0.25055014557919564]
[-0.6971090468713187],[0.3742839575408598],[-0.2510698837016957]
[-0.6977751251376432],[0.3744608891797165],[-0.2515891523276468]
[-0.6984391391024222],[0.37463737125645213],[-0.2521079527732822]
[-0.6991010987960465],[0.3748134054756969],[-0.2526262863470283]
[-0.6997610141778976],[0.37498899353322784],[-0.2531441543495708]
[-0.7004188951370202],[0.3751641371160292],[-0.2536615580739205]
[-0.7010747514927872],[0.3753388379023522],[-0.25417849880547777]
[-0.7017285929955571],[0.37551309756177426],[-0.2546949778220971]
[-0.702380429327323],[0.3756869177552578],[-0.25521099639415035]
[-0.7030302701023543],[0.37586030013520816],[-0.2557265557845895]
[-0.7036781248678309],[0.37603324634553126],[-0.25624165724900894]
[-0.70432400310447],[0.37620575802169054],[-0.25675630203570665]
[-0.7049679142271458],[0.37637783679076375],[-0.25727049138574526]
[-0.7056098675855011],[0.37654948427149865],[-0.25778422653301203]
[-0.7062498724645534],[0.3767207020743687],[-0.25829750870427837]
[-0.7068879380852918],[0.376891491801628],[-0.2588103391192588]
[-0.7075240736052691],[0.377061855047366],[-0.2593227189906692]
[-0.708158288119186],[0.3772317933975612],[-0.25983464952428426]
[-0.7087905906594684],[0.3774013084301349],[-0.2603461319189947]
[-0.7094209901968387],[0.37757040171500444],[-0.2608571673668637]
[-0.7100494956408804],[0.37773907481413543],[-0.26136775705318277]
[-0.7106761158405956],[0.3779073292815944],[-0.2618779021565268]
[-0.7113008595849573],[0.3780751666636],[-0.262387603848809]
[-0.7119237356034539],[0.3782425884985749],[-0.2628968632953349]
[-0.7125447525666294],[0.37840959631719595],[-0.263405681654856]
[-0.7131639190866156],[0.37857619164244516],[-0.26391406007962254]
[-0.7137812437176596],[0.37874237598965926],[-0.26442199971543623]
[-0.7143967349566447],[0.3789081508665796],[-0.2649295017017021]
[-0.7150104012436056],[0.3790735177734009],[-0.2654365671714797]
[-0.7156222509622379],[0.3792384782028205],[-0.26594319725153415]
[-0.7162322924404018],[0.3794030336400861],[-0.26644939306238646]
[-0.7168405339506201],[0.3795671855630442],[-0.26695515571836326]
[-0.7174469837105708],[0.37973093544218733],[-0.26746048632764613]
[-0.7180516498835742],[0.37989428474070125],[-0.26796538599232045]
[-0.7186545405790743],[0.38005723491451177],[-0.26846985580842375]
[-0.7192556638531153],[0.3802197874123311],[-0.2689738968659935]
[-0.7198550277088127],[0.3803819436757038],[-0.26947751024911437]
[-0.7204526400968185],[0.38054370513905256],[-0.2699806970359652]
[-0.7210485089157829],[0.38070507322972313],[-0.27048345829886544]
[-0.7216426420128088],[0.38086604936802965],[-0.27098579510432086]
[-0.7222350471839033],[0.3810266349672988],[-0.27148770851306925]
[-0.722825732174423],[0.38118683143391435],[-0.27198919958012535]
[-0.7234147046795151],[0.38134664016736064],[-0.2724902693548254]
[-0.7240019723445527],[0.3815060625602663],[-0.27299091888087124]
[-0.724587542765567],[0.3816650999984473],[-0.27349114919637413]
[-0.7251714234896735],[0.38182375386094974],[-0.2739909613338978]
[-0.7257536220154935],[0.38198202552009247],[-0.2744903563205014]
[-0.7263341457935727],[0.38213991634150907],[-0.2749893351777819]
[-0.7269130022267928],[0.3822974276841896],[-0.27548789892191605]
[-0.7274901986707809],[0.3824545609005224],[-0.27598604856370196]
[-0.7280657424343132],[0.3826113173363348],[-0.27648378510860017]
[-0.728639640779715],[0.38276769833093444],[-0.27698110955677463]
[-0.7292119009232557],[0.3829237052171494],[-0.27747802290313284]
[-0.7297825300355408],[0.38307933932136873],[-0.2779745261373659]
